season,game_id,game_date,team,location,wins_entering_gm,losses_entering_gm,result,streak_win_before,streak_loss_before
2016-17,21600184,2016-11-19 00:00:00,HOU,H,7,5,t,1,0
2016-17,21600184,2016-11-19 00:00:00,UTA,A,7,6,f,0,2
2016-17,21600185,2016-11-19 00:00:00,NOP,H,3,10,t,1,0
2016-17,21600185,2016-11-19 00:00:00,CHA,A,8,3,f,2,0
2016-17,21600186,2016-11-19 00:00:00,WAS,H,3,8,f,1,0
2016-17,21600186,2016-11-19 00:00:00,MIA,A,3,8,t,1,0
2016-17,21600187,2016-11-19 00:00:00,ORL,H,5,7,t,1,0
2016-17,21600187,2016-11-19 00:00:00,DAL,A,2,9,f,0,4
2016-17,21600188,2016-11-19 00:00:00,DET,H,6,7,f,0,2
2016-17,21600188,2016-11-19 00:00:00,BOS,A,6,6,t,0,1
2016-17,21600189,2016-11-19 00:00:00,PHI,H,2,10,t,0,1
2016-17,21600189,2016-11-19 00:00:00,PHX,A,4,9,f,1,0
2016-17,21600190,2016-11-19 00:00:00,MEM,H,7,5,t,3,0
2016-17,21600190,2016-11-19 00:00:00,MIN,A,4,7,f,1,0
2016-17,21600191,2016-11-19 00:00:00,MIL,H,5,6,f,0,2
2016-17,21600191,2016-11-19 00:00:00,GSW,A,10,2,t,6,0
2016-17,21600192,2016-11-19 00:00:00,LAC,H,11,2,t,1,0
2016-17,21600192,2016-11-19 00:00:00,CHI,A,8,4,f,4,0
2016-17,21600193,2016-11-20 00:00:00,NYK,H,5,7,t,0,1
2016-17,21600193,2016-11-20 00:00:00,ATL,A,9,3,f,0,1
2016-17,21600194,2016-11-20 00:00:00,BKN,H,4,8,f,0,3
2016-17,21600194,2016-11-20 00:00:00,POR,A,7,7,t,0,3
2016-17,21600195,2016-11-20 00:00:00,OKC,H,8,5,f,2,0
2016-17,21600195,2016-11-20 00:00:00,IND,A,6,7,t,0,1
2016-17,21600196,2016-11-20 00:00:00,SAC,H,4,9,t,0,4
2016-17,21600196,2016-11-20 00:00:00,TOR,A,8,4,f,1,0
2016-17,21600197,2016-11-20 00:00:00,DEN,H,4,8,t,0,1
2016-17,21600197,2016-11-20 00:00:00,UTA,A,7,7,f,0,3
2016-17,21600198,2016-11-20 00:00:00,LAL,H,7,6,f,0,1
2016-17,21600198,2016-11-20 00:00:00,CHI,A,8,5,t,0,1
2016-17,21600199,2016-11-21 00:00:00,PHI,H,3,10,t,1,0
2016-17,21600199,2016-11-21 00:00:00,MIA,A,4,8,f,2,0
2016-17,21600200,2016-11-21 00:00:00,WAS,H,3,9,t,0,1
2016-17,21600200,2016-11-21 00:00:00,PHX,A,4,10,f,0,1
2016-17,21600201,2016-11-21 00:00:00,CHA,H,8,4,f,0,1
2016-17,21600201,2016-11-21 00:00:00,MEM,A,8,5,t,4,0
2016-17,21600202,2016-11-21 00:00:00,IND,H,7,7,f,1,0
2016-17,21600202,2016-11-21 00:00:00,GSW,A,11,2,t,7,0
2016-17,21600203,2016-11-21 00:00:00,DET,H,6,8,f,0,3
2016-17,21600203,2016-11-21 00:00:00,HOU,A,8,5,t,2,0
2016-17,21600204,2016-11-21 00:00:00,MIL,H,5,7,t,0,3
2016-17,21600204,2016-11-21 00:00:00,ORL,A,6,7,f,2,0
2016-17,21600205,2016-11-21 00:00:00,MIN,H,4,8,f,0,1
2016-17,21600205,2016-11-21 00:00:00,BOS,A,7,6,t,1,0
2016-17,21600206,2016-11-21 00:00:00,SAS,H,10,3,t,5,0
2016-17,21600206,2016-11-21 00:00:00,DAL,A,2,10,f,0,5
2016-17,21600207,2016-11-21 00:00:00,LAC,H,12,2,t,2,0
2016-17,21600207,2016-11-21 00:00:00,TOR,A,8,5,f,0,1
2016-17,21600208,2016-11-22 00:00:00,NYK,H,6,7,t,1,0
2016-17,21600208,2016-11-22 00:00:00,POR,A,8,7,f,1,0
2016-17,21600209,2016-11-22 00:00:00,ATL,H,9,4,f,0,2
2016-17,21600209,2016-11-22 00:00:00,NOP,A,4,10,t,2,0
2016-17,21600210,2016-11-22 00:00:00,DEN,H,5,8,t,1,0
2016-17,21600210,2016-11-22 00:00:00,CHI,A,9,5,f,1,0
2016-17,21600211,2016-11-22 00:00:00,LAL,H,7,7,t,0,2
2016-17,21600211,2016-11-22 00:00:00,OKC,A,8,6,f,0,1
2016-17,21600212,2016-11-23 00:00:00,PHI,H,4,10,f,2,0
2016-17,21600212,2016-11-23 00:00:00,MEM,A,9,5,t,5,0
2016-17,21600213,2016-11-23 00:00:00,CHA,H,8,5,f,0,2
2016-17,21600213,2016-11-23 00:00:00,SAS,A,11,3,t,6,0
2016-17,21600214,2016-11-23 00:00:00,ORL,H,6,8,f,0,1
2016-17,21600214,2016-11-23 00:00:00,PHX,A,4,11,t,0,2
2016-17,21600215,2016-11-23 00:00:00,CLE,H,10,2,t,1,0
2016-17,21600215,2016-11-23 00:00:00,POR,A,8,8,f,0,1
2016-17,21600216,2016-11-23 00:00:00,IND,H,7,8,f,0,1
2016-17,21600216,2016-11-23 00:00:00,ATL,A,9,5,t,0,3
2016-17,21600217,2016-11-23 00:00:00,BKN,H,4,9,f,0,4
2016-17,21600217,2016-11-23 00:00:00,BOS,A,8,6,t,2,0
2016-17,21600218,2016-11-23 00:00:00,DET,H,6,9,t,0,4
2016-17,21600218,2016-11-23 00:00:00,MIA,A,4,9,f,0,1
2016-17,21600219,2016-11-23 00:00:00,HOU,H,9,5,f,3,0
2016-17,21600219,2016-11-23 00:00:00,TOR,A,8,6,t,0,2
2016-17,21600220,2016-11-23 00:00:00,DAL,H,2,11,f,0,6
2016-17,21600220,2016-11-23 00:00:00,LAC,A,13,2,t,3,0
2016-17,21600221,2016-11-23 00:00:00,UTA,H,7,8,t,0,4
2016-17,21600221,2016-11-23 00:00:00,DEN,A,6,8,f,2,0
2016-17,21600222,2016-11-23 00:00:00,NOP,H,5,10,t,3,0
2016-17,21600222,2016-11-23 00:00:00,MIN,A,4,9,f,0,2
2016-17,21600223,2016-11-23 00:00:00,GSW,H,12,2,t,8,0
2016-17,21600223,2016-11-23 00:00:00,LAL,A,8,7,f,1,0
2016-17,21600224,2016-11-23 00:00:00,SAC,H,5,9,t,1,0
2016-17,21600224,2016-11-23 00:00:00,OKC,A,8,7,f,0,2
2016-17,21600225,2016-11-25 00:00:00,BOS,H,9,6,f,3,0
2016-17,21600225,2016-11-25 00:00:00,SAS,A,12,3,t,7,0
2016-17,21600226,2016-11-25 00:00:00,ORL,H,6,9,f,0,2
2016-17,21600226,2016-11-25 00:00:00,WAS,A,4,9,t,1,0
2016-17,21600227,2016-11-25 00:00:00,CLE,H,11,2,t,2,0
2016-17,21600227,2016-11-25 00:00:00,DAL,A,2,12,f,0,7
2016-17,21600228,2016-11-25 00:00:00,NYK,H,7,7,t,2,0
2016-17,21600228,2016-11-25 00:00:00,CHA,A,8,6,f,0,3
2016-17,21600229,2016-11-25 00:00:00,PHI,H,4,11,f,0,1
2016-17,21600229,2016-11-25 00:00:00,CHI,A,9,6,t,0,1
2016-17,21600230,2016-11-25 00:00:00,DET,H,7,9,t,1,0
2016-17,21600230,2016-11-25 00:00:00,LAC,A,14,2,f,4,0
2016-17,21600231,2016-11-25 00:00:00,UTA,H,8,8,t,1,0
2016-17,21600231,2016-11-25 00:00:00,ATL,A,10,5,f,1,0
2016-17,21600232,2016-11-25 00:00:00,MIL,H,6,7,f,1,0
2016-17,21600232,2016-11-25 00:00:00,TOR,A,9,6,t,1,0
2016-17,21600233,2016-11-25 00:00:00,MEM,H,10,5,f,6,0
2016-17,21600233,2016-11-25 00:00:00,MIA,A,4,10,t,0,2
2016-17,21600234,2016-11-25 00:00:00,IND,H,7,9,t,0,2
2016-17,21600234,2016-11-25 00:00:00,BKN,A,4,10,f,0,5
2016-17,21600235,2016-11-25 00:00:00,DEN,H,6,9,f,0,1
2016-17,21600235,2016-11-25 00:00:00,OKC,A,8,8,t,0,3
2016-17,21600236,2016-11-25 00:00:00,PHX,H,5,11,f,1,0
2016-17,21600236,2016-11-25 00:00:00,MIN,A,4,10,t,0,3
2016-17,21600237,2016-11-25 00:00:00,POR,H,8,9,t,0,2
2016-17,21600237,2016-11-25 00:00:00,NOP,A,6,10,f,4,0
2016-17,21600238,2016-11-25 00:00:00,LAL,H,8,8,f,0,1
2016-17,21600238,2016-11-25 00:00:00,GSW,A,13,2,t,9,0
2016-17,21600239,2016-11-25 00:00:00,SAC,H,6,9,f,2,0
2016-17,21600239,2016-11-25 00:00:00,HOU,A,9,6,t,0,1
2016-17,21600240,2016-11-26 00:00:00,WAS,H,5,9,f,2,0
2016-17,21600240,2016-11-26 00:00:00,SAS,A,13,3,t,8,0
2016-17,21600241,2016-11-26 00:00:00,CHA,H,8,7,t,0,4
2016-17,21600241,2016-11-26 00:00:00,NYK,A,8,7,f,3,0
2016-17,21600242,2016-11-26 00:00:00,OKC,H,9,8,t,1,0
2016-17,21600242,2016-11-26 00:00:00,DET,A,8,9,f,2,0
2016-17,21600243,2016-11-26 00:00:00,MIA,H,5,10,f,1,0
2016-17,21600243,2016-11-26 00:00:00,MEM,A,10,6,t,0,1
2016-17,21600244,2016-11-26 00:00:00,GSW,H,14,2,t,10,0
2016-17,21600244,2016-11-26 00:00:00,MIN,A,5,10,f,1,0
2016-17,21600245,2016-11-27 00:00:00,PHI,H,4,12,f,0,2
2016-17,21600245,2016-11-27 00:00:00,CLE,A,12,2,t,3,0
2016-17,21600246,2016-11-27 00:00:00,PHX,H,5,12,f,0,1
2016-17,21600246,2016-11-27 00:00:00,DEN,A,6,10,t,0,2
2016-17,21600247,2016-11-27 00:00:00,BKN,H,4,11,f,0,6
2016-17,21600247,2016-11-27 00:00:00,SAC,A,6,10,t,0,1
2016-17,21600248,2016-11-27 00:00:00,ORL,H,6,10,f,0,3
2016-17,21600248,2016-11-27 00:00:00,MIL,A,6,8,t,0,1
2016-17,21600249,2016-11-27 00:00:00,IND,H,8,9,t,1,0
2016-17,21600249,2016-11-27 00:00:00,LAC,A,14,3,f,0,1
2016-17,21600250,2016-11-27 00:00:00,DAL,H,2,13,t,0,8
2016-17,21600250,2016-11-27 00:00:00,NOP,A,6,11,f,0,1
2016-17,21600251,2016-11-27 00:00:00,POR,H,9,9,f,1,0
2016-17,21600251,2016-11-27 00:00:00,HOU,A,10,6,t,1,0
2016-17,21600252,2016-11-27 00:00:00,LAL,H,8,9,t,0,2
2016-17,21600252,2016-11-27 00:00:00,ATL,A,10,6,f,0,1
2016-17,21600253,2016-11-28 00:00:00,WAS,H,5,10,t,0,1
2016-17,21600253,2016-11-28 00:00:00,SAC,A,7,10,t,1,0
2016-17,21600254,2016-11-28 00:00:00,TOR,H,10,6,t,2,0
2016-17,21600254,2016-11-28 00:00:00,PHI,A,4,13,t,0,3
2016-17,21600255,2016-11-28 00:00:00,NYK,H,8,8,f,0,1
2016-17,21600255,2016-11-28 00:00:00,OKC,A,10,8,t,2,0
2016-17,21600256,2016-11-28 00:00:00,MIA,H,5,11,f,0,1
2016-17,21600256,2016-11-28 00:00:00,BOS,A,9,7,t,0,1
2016-17,21600257,2016-11-28 00:00:00,MEM,H,11,6,f,1,0
2016-17,21600257,2016-11-28 00:00:00,CHA,A,9,7,t,1,0
2016-17,21600258,2016-11-28 00:00:00,MIN,H,5,11,f,0,1
2016-17,21600258,2016-11-28 00:00:00,UTA,A,9,8,t,2,0
2016-17,21600259,2016-11-28 00:00:00,GSW,H,15,2,t,11,0
2016-17,21600259,2016-11-28 00:00:00,ATL,A,10,7,f,0,2
2016-17,21600260,2016-11-29 00:00:00,CHA,H,10,7,f,2,0
2016-17,21600260,2016-11-29 00:00:00,DET,A,8,10,t,0,1
2016-17,21600261,2016-11-29 00:00:00,BKN,H,4,12,t,0,7
2016-17,21600261,2016-11-29 00:00:00,LAC,A,14,4,f,0,2
2016-17,21600262,2016-11-29 00:00:00,MIL,H,7,8,t,1,0
2016-17,21600262,2016-11-29 00:00:00,CLE,A,13,2,f,4,0
2016-17,21600263,2016-11-29 00:00:00,NOP,H,6,12,t,0,2
2016-17,21600263,2016-11-29 00:00:00,LAL,A,9,9,f,1,0
2016-17,21600264,2016-11-29 00:00:00,SAS,H,14,3,f,9,0
2016-17,21600264,2016-11-29 00:00:00,ORL,A,6,11,t,0,4
2016-17,21600265,2016-11-29 00:00:00,UTA,H,10,8,t,3,0
2016-17,21600265,2016-11-29 00:00:00,HOU,A,11,6,f,2,0
2016-17,21600267,2016-11-30 00:00:00,BOS,H,10,7,f,1,0
2016-17,21600267,2016-11-30 00:00:00,DET,A,9,10,t,1,0
2016-17,21600268,2016-11-30 00:00:00,TOR,H,11,6,t,3,0
2016-17,21600268,2016-11-30 00:00:00,MEM,A,11,7,f,0,1
2016-17,21600269,2016-11-30 00:00:00,CHI,H,10,6,f,1,0
2016-17,21600269,2016-11-30 00:00:00,LAL,A,9,10,t,0,1
2016-17,21600270,2016-11-30 00:00:00,OKC,H,11,8,t,3,0
2016-17,21600270,2016-11-30 00:00:00,WAS,A,6,10,f,1,0
2016-17,21600271,2016-11-30 00:00:00,MIN,H,5,12,f,0,2
2016-17,21600271,2016-11-30 00:00:00,NYK,A,8,9,t,0,2
2016-17,21600272,2016-11-30 00:00:00,DAL,H,3,13,f,1,0
2016-17,21600272,2016-11-30 00:00:00,SAS,A,14,4,t,0,1
2016-17,21600273,2016-11-30 00:00:00,DEN,H,7,10,f,1,0
2016-17,21600273,2016-11-30 00:00:00,MIA,A,5,12,t,0,2
2016-17,21600274,2016-11-30 00:00:00,PHX,H,5,13,t,0,2
2016-17,21600274,2016-11-30 00:00:00,ATL,A,10,8,f,0,3
2016-17,21600275,2016-11-30 00:00:00,POR,H,9,10,t,0,1
2016-17,21600275,2016-11-30 00:00:00,IND,A,9,9,f,2,0
2016-17,21600276,2016-12-01 00:00:00,CHA,H,10,8,t,0,1
2016-17,21600276,2016-12-01 00:00:00,DAL,A,3,14,f,0,1
2016-17,21600277,2016-12-01 00:00:00,BKN,H,5,12,f,1,0
2016-17,21600277,2016-12-01 00:00:00,MIL,A,8,8,t,2,0
2016-17,21600278,2016-12-01 00:00:00,MEM,H,11,8,t,0,2
2016-17,21600278,2016-12-01 00:00:00,ORL,A,7,11,f,1,0
2016-17,21600279,2016-12-01 00:00:00,CLE,H,13,3,f,0,1
2016-17,21600279,2016-12-01 00:00:00,LAC,A,14,5,t,0,3
2016-17,21600280,2016-12-01 00:00:00,UTA,H,11,8,f,4,0
2016-17,21600280,2016-12-01 00:00:00,MIA,A,6,12,t,1,0
2016-17,21600281,2016-12-01 00:00:00,GSW,H,16,2,f,12,0
2016-17,21600281,2016-12-01 00:00:00,HOU,A,11,7,t,0,1
2016-17,21600282,2016-12-02 00:00:00,PHI,H,4,14,f,1,0
2016-17,21600282,2016-12-02 00:00:00,ORL,A,7,12,t,0,1
2016-17,21600283,2016-12-02 00:00:00,BOS,H,10,8,t,0,1
2016-17,21600283,2016-12-02 00:00:00,SAC,A,7,11,f,2,0
2016-17,21600284,2016-12-02 00:00:00,TOR,H,12,6,t,4,0
2016-17,21600284,2016-12-02 00:00:00,LAL,A,10,10,f,1,0
2016-17,21600285,2016-12-02 00:00:00,NYK,H,9,9,t,1,0
2016-17,21600285,2016-12-02 00:00:00,MIN,A,5,13,f,0,3
2016-17,21600286,2016-12-02 00:00:00,CHI,H,10,7,t,0,1
2016-17,21600286,2016-12-02 00:00:00,CLE,A,13,4,f,0,2
2016-17,21600287,2016-12-02 00:00:00,NOP,H,7,12,f,1,0
2016-17,21600287,2016-12-02 00:00:00,LAC,A,15,5,t,1,0
2016-17,21600288,2016-12-02 00:00:00,ATL,H,10,9,f,0,4
2016-17,21600288,2016-12-02 00:00:00,DET,A,10,10,t,2,0
2016-17,21600289,2016-12-02 00:00:00,SAS,H,15,4,t,1,0
2016-17,21600289,2016-12-02 00:00:00,WAS,A,6,11,f,0,1
2016-17,21600290,2016-12-02 00:00:00,DEN,H,7,11,f,0,1
2016-17,21600290,2016-12-02 00:00:00,HOU,A,12,7,t,1,0
2016-17,21600291,2016-12-03 00:00:00,MIL,H,9,8,t,3,0
2016-17,21600291,2016-12-03 00:00:00,BKN,A,5,13,f,0,1
2016-17,21600292,2016-12-03 00:00:00,CHA,H,11,8,f,1,0
2016-17,21600292,2016-12-03 00:00:00,MIN,A,5,14,t,0,4
2016-17,21600293,2016-12-03 00:00:00,TOR,H,13,6,t,5,0
2016-17,21600293,2016-12-03 00:00:00,ATL,A,10,10,f,0,5
2016-17,21600294,2016-12-03 00:00:00,PHI,H,4,15,f,0,4
2016-17,21600294,2016-12-03 00:00:00,BOS,A,11,8,t,1,0
2016-17,21600295,2016-12-03 00:00:00,MEM,H,12,8,t,1,0
2016-17,21600295,2016-12-03 00:00:00,LAL,A,10,11,f,0,1
2016-17,21600296,2016-12-03 00:00:00,DAL,H,3,15,t,0,2
2016-17,21600296,2016-12-03 00:00:00,CHI,A,11,7,f,1,0
2016-17,21600297,2016-12-03 00:00:00,UTA,H,11,9,t,0,1
2016-17,21600297,2016-12-03 00:00:00,DEN,A,7,12,f,0,2
2016-17,21600298,2016-12-03 00:00:00,POR,H,10,10,t,1,0
2016-17,21600298,2016-12-03 00:00:00,MIA,A,7,12,f,2,0
2016-17,21600299,2016-12-03 00:00:00,GSW,H,16,3,t,0,1
2016-17,21600299,2016-12-03 00:00:00,PHX,A,6,13,f,1,0
2016-17,21600300,2016-12-04 00:00:00,DET,H,11,10,f,3,0
2016-17,21600300,2016-12-04 00:00:00,ORL,A,8,12,t,1,0
2016-17,21600301,2016-12-04 00:00:00,OKC,H,12,8,t,4,0
2016-17,21600301,2016-12-04 00:00:00,NOP,A,7,13,f,0,1
2016-17,21600302,2016-12-04 00:00:00,NYK,H,10,9,t,2,0
2016-17,21600302,2016-12-04 00:00:00,SAC,A,7,12,f,0,2
2016-17,21600303,2016-12-04 00:00:00,LAC,H,16,5,f,2,0
2016-17,21600303,2016-12-04 00:00:00,IND,A,9,10,t,0,1
2016-17,21600304,2016-12-05 00:00:00,PHI,H,4,16,f,0,5
2016-17,21600304,2016-12-05 00:00:00,DEN,A,7,13,t,0,3
2016-17,21600305,2016-12-05 00:00:00,TOR,H,14,6,f,6,0
2016-17,21600305,2016-12-05 00:00:00,CLE,A,13,5,t,0,3
2016-17,21600306,2016-12-05 00:00:00,BKN,H,5,14,f,0,2
2016-17,21600306,2016-12-05 00:00:00,WAS,A,6,12,t,0,2
2016-17,21600307,2016-12-05 00:00:00,ATL,H,10,11,f,0,6
2016-17,21600307,2016-12-05 00:00:00,OKC,A,13,8,t,5,0
2016-17,21600308,2016-12-05 00:00:00,CHI,H,11,8,f,0,1
2016-17,21600308,2016-12-05 00:00:00,POR,A,11,10,t,2,0
2016-17,21600309,2016-12-05 00:00:00,MIL,H,10,8,f,4,0
2016-17,21600309,2016-12-05 00:00:00,SAS,A,16,4,t,2,0
2016-17,21600310,2016-12-05 00:00:00,NOP,H,7,14,f,0,2
2016-17,21600310,2016-12-05 00:00:00,MEM,A,13,8,t,2,0
2016-17,21600311,2016-12-05 00:00:00,HOU,H,13,7,t,2,0
2016-17,21600311,2016-12-05 00:00:00,BOS,A,12,8,f,2,0
2016-17,21600312,2016-12-05 00:00:00,DAL,H,4,15,f,1,0
2016-17,21600312,2016-12-05 00:00:00,CHA,A,11,9,t,0,1
2016-17,21600313,2016-12-05 00:00:00,LAL,H,10,12,f,0,2
2016-17,21600313,2016-12-05 00:00:00,UTA,A,12,9,t,1,0
2016-17,21600314,2016-12-05 00:00:00,GSW,H,17,3,t,1,0
2016-17,21600314,2016-12-05 00:00:00,IND,A,10,10,f,1,0
2016-17,21600315,2016-12-06 00:00:00,WAS,H,7,12,f,1,0
2016-17,21600315,2016-12-06 00:00:00,ORL,A,9,12,t,2,0
2016-17,21600316,2016-12-06 00:00:00,MIA,H,7,13,f,0,1
2016-17,21600316,2016-12-06 00:00:00,NYK,A,11,9,t,3,0
2016-17,21600317,2016-12-06 00:00:00,DET,H,11,11,t,0,1
2016-17,21600317,2016-12-06 00:00:00,CHI,A,11,9,f,0,2
2016-17,21600318,2016-12-06 00:00:00,MEM,H,14,8,t,3,0
2016-17,21600318,2016-12-06 00:00:00,PHI,A,4,17,f,0,6
2016-17,21600319,2016-12-06 00:00:00,MIN,H,6,14,f,1,0
2016-17,21600319,2016-12-06 00:00:00,SAS,A,17,4,t,3,0
2016-17,21600320,2016-12-06 00:00:00,UTA,H,13,9,t,2,0
2016-17,21600320,2016-12-06 00:00:00,PHX,A,6,14,f,0,1
2016-17,21600321,2016-12-07 00:00:00,CHA,H,12,9,t,1,0
2016-17,21600321,2016-12-07 00:00:00,DET,A,12,11,f,1,0
2016-17,21600322,2016-12-07 00:00:00,ORL,H,10,12,f,3,0
2016-17,21600322,2016-12-07 00:00:00,BOS,A,12,9,t,0,1
2016-17,21600323,2016-12-07 00:00:00,BKN,H,5,15,t,0,3
2016-17,21600323,2016-12-07 00:00:00,DEN,A,8,13,f,1,0
2016-17,21600324,2016-12-07 00:00:00,ATL,H,10,12,t,0,7
2016-17,21600324,2016-12-07 00:00:00,MIA,A,7,14,f,0,2
2016-17,21600325,2016-12-07 00:00:00,MIL,H,10,9,t,0,1
2016-17,21600325,2016-12-07 00:00:00,POR,A,12,10,f,3,0
2016-17,21600326,2016-12-07 00:00:00,HOU,H,14,7,t,3,0
2016-17,21600326,2016-12-07 00:00:00,LAL,A,10,13,f,0,3
2016-17,21600327,2016-12-07 00:00:00,NYK,H,12,9,f,4,0
2016-17,21600327,2016-12-07 00:00:00,CLE,A,14,5,t,1,0
2016-17,21600328,2016-12-07 00:00:00,DAL,H,4,16,f,0,1
2016-17,21600328,2016-12-07 00:00:00,SAC,A,7,13,t,0,3
2016-17,21600329,2016-12-07 00:00:00,PHX,H,6,15,f,0,2
2016-17,21600329,2016-12-07 00:00:00,IND,A,10,11,t,0,1
2016-17,21600330,2016-12-07 00:00:00,LAC,H,16,6,f,0,1
2016-17,21600330,2016-12-07 00:00:00,GSW,A,18,3,t,2,0
2016-17,21600331,2016-12-08 00:00:00,TOR,H,14,7,t,0,1
2016-17,21600331,2016-12-08 00:00:00,MIN,A,6,15,f,0,1
2016-17,21600332,2016-12-08 00:00:00,WAS,H,7,13,t,0,1
2016-17,21600332,2016-12-08 00:00:00,DEN,A,8,14,f,0,1
2016-17,21600333,2016-12-08 00:00:00,MEM,H,15,8,t,4,0
2016-17,21600333,2016-12-08 00:00:00,POR,A,12,11,f,0,1
2016-17,21600334,2016-12-08 00:00:00,NOP,H,7,15,f,0,3
2016-17,21600334,2016-12-08 00:00:00,PHI,A,4,18,t,0,7
2016-17,21600335,2016-12-08 00:00:00,UTA,H,14,9,f,3,0
2016-17,21600335,2016-12-08 00:00:00,GSW,A,19,3,t,3,0
2016-17,21600336,2016-12-08 00:00:00,CHI,H,11,10,t,0,3
2016-17,21600336,2016-12-08 00:00:00,SAS,A,18,4,f,4,0
2016-17,21600337,2016-12-09 00:00:00,CHA,H,13,9,t,2,0
2016-17,21600337,2016-12-09 00:00:00,ORL,A,10,13,f,0,1
2016-17,21600338,2016-12-09 00:00:00,CLE,H,15,5,t,2,0
2016-17,21600338,2016-12-09 00:00:00,MIA,A,7,15,f,0,3
2016-17,21600339,2016-12-09 00:00:00,BOS,H,13,9,f,1,0
2016-17,21600339,2016-12-09 00:00:00,TOR,A,15,7,t,1,0
2016-17,21600340,2016-12-09 00:00:00,MIL,H,11,9,f,1,0
2016-17,21600340,2016-12-09 00:00:00,ATL,A,11,12,t,1,0
2016-17,21600341,2016-12-09 00:00:00,OKC,H,14,8,f,6,0
2016-17,21600341,2016-12-09 00:00:00,HOU,A,15,7,t,4,0
2016-17,21600342,2016-12-09 00:00:00,MIN,H,6,16,f,0,2
2016-17,21600342,2016-12-09 00:00:00,DET,A,12,12,t,0,1
2016-17,21600343,2016-12-09 00:00:00,DAL,H,4,17,t,0,2
2016-17,21600343,2016-12-09 00:00:00,IND,A,11,11,f,1,0
2016-17,21600344,2016-12-09 00:00:00,LAL,H,10,14,f,0,4
2016-17,21600344,2016-12-09 00:00:00,PHX,A,6,16,t,0,3
2016-17,21600345,2016-12-09 00:00:00,SAC,H,8,13,f,1,0
2016-17,21600345,2016-12-09 00:00:00,NYK,A,12,10,t,0,1
2016-17,21600346,2016-12-10 00:00:00,WAS,H,8,13,t,1,0
2016-17,21600346,2016-12-10 00:00:00,MIL,A,11,10,f,0,1
2016-17,21600347,2016-12-10 00:00:00,ORL,H,10,14,f,0,2
2016-17,21600347,2016-12-10 00:00:00,DEN,A,8,15,t,0,2
2016-17,21600348,2016-12-10 00:00:00,IND,H,11,12,t,0,1
2016-17,21600348,2016-12-10 00:00:00,POR,A,12,12,f,0,2
2016-17,21600349,2016-12-10 00:00:00,CLE,H,16,5,t,3,0
2016-17,21600349,2016-12-10 00:00:00,CHA,A,14,9,f,3,0
2016-17,21600350,2016-12-10 00:00:00,CHI,H,12,10,t,1,0
2016-17,21600350,2016-12-10 00:00:00,MIA,A,7,16,f,0,4
2016-17,21600351,2016-12-10 00:00:00,MEM,H,16,8,t,5,0
2016-17,21600351,2016-12-10 00:00:00,GSW,A,20,3,f,4,0
2016-17,21600352,2016-12-10 00:00:00,HOU,H,16,7,t,5,0
2016-17,21600352,2016-12-10 00:00:00,DAL,A,5,17,f,1,0
2016-17,21600353,2016-12-10 00:00:00,SAS,H,18,5,t,0,1
2016-17,21600353,2016-12-10 00:00:00,BKN,A,6,15,f,1,0
2016-17,21600354,2016-12-10 00:00:00,UTA,H,14,10,t,0,1
2016-17,21600354,2016-12-10 00:00:00,SAC,A,8,14,f,0,1
2016-17,21600355,2016-12-10 00:00:00,LAC,H,16,7,t,0,2
2016-17,21600355,2016-12-10 00:00:00,NOP,A,7,16,f,0,4
2016-17,21600356,2016-12-11 00:00:00,DET,H,13,12,f,1,0
2016-17,21600356,2016-12-11 00:00:00,PHI,A,5,18,t,1,0
2016-17,21600357,2016-12-11 00:00:00,OKC,H,14,9,t,0,1
2016-17,21600357,2016-12-11 00:00:00,BOS,A,13,10,f,0,1
2016-17,21600358,2016-12-11 00:00:00,MIN,H,6,17,f,0,3
2016-17,21600358,2016-12-11 00:00:00,GSW,A,20,4,t,0,1
2016-17,21600359,2016-12-11 00:00:00,PHX,H,7,16,f,1,0
2016-17,21600359,2016-12-11 00:00:00,NOP,A,7,17,t,0,5
2016-17,21600360,2016-12-11 00:00:00,LAL,H,10,15,f,0,5
2016-17,21600360,2016-12-11 00:00:00,NYK,A,13,10,t,1,0
2016-17,21600361,2016-12-12 00:00:00,IND,H,12,12,t,1,0
2016-17,21600361,2016-12-12 00:00:00,CHA,A,14,10,f,0,1
2016-17,21600362,2016-12-12 00:00:00,TOR,H,16,7,t,2,0
2016-17,21600362,2016-12-12 00:00:00,MIL,A,11,11,f,0,2
2016-17,21600363,2016-12-12 00:00:00,MIA,H,7,17,t,0,5
2016-17,21600363,2016-12-12 00:00:00,WAS,A,9,13,f,2,0
2016-17,21600364,2016-12-12 00:00:00,HOU,H,17,7,t,6,0
2016-17,21600364,2016-12-12 00:00:00,BKN,A,6,16,f,0,1
2016-17,21600365,2016-12-12 00:00:00,DAL,H,5,18,t,0,1
2016-17,21600365,2016-12-12 00:00:00,DEN,A,9,15,f,1,0
2016-17,21600366,2016-12-12 00:00:00,LAC,H,17,7,t,1,0
2016-17,21600366,2016-12-12 00:00:00,POR,A,12,13,f,0,3
2016-17,21600367,2016-12-12 00:00:00,SAC,H,8,15,t,0,2
2016-17,21600367,2016-12-12 00:00:00,LAL,A,10,16,f,0,6
2016-17,21600368,2016-12-13 00:00:00,CLE,H,17,5,t,4,0
2016-17,21600368,2016-12-13 00:00:00,MEM,A,17,8,f,6,0
